"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FKBP41",1.78843780285764e-27,1.40279492531322,0.357,0.135,7.64378316941356e-23,"5","FKBP4"
"CASP1",1.78976519498103e-27,1.60475249053636,0.258,0.08,7.64945644334893e-23,"5","CASP1"
"OGDH",1.85434103930537e-27,0.773738703126869,0.302,0.103,7.92545360199113e-23,"5","OGDH"
"TOR3A",2.3008232840292e-27,0.965626622974194,0.269,0.087,9.8337187159408e-23,"5","TOR3A"
"MBP",2.42462423183038e-27,1.09902167747622,0.315,0.112,1.0362843966843e-22,"5","MBP"
"PTPN1",2.79729802472172e-27,1.5478089612352,0.372,0.153,1.19556517576606e-22,"5","PTPN1"
"ITSN1",3.47138991822834e-27,1.84802990911502,0.256,0.083,1.48367205105079e-22,"5","ITSN1"
"S100A111",4.14309552018309e-27,0.966045434108787,0.855,0.685,1.77075902532625e-22,"5","S100A11"
"PPP1R15A1",5.65075067131473e-27,0.991309443798343,0.731,0.433,2.41513083691991e-22,"5","PPP1R15A"
"MDM2",7.5335548564771e-27,1.07806891362898,0.351,0.14,3.21984134565831e-22,"5","MDM2"
"CST31",8.07439900232846e-27,1.10131079090149,0.876,0.614,3.45099813359519e-22,"5","CST3"
"ADPGK",1.52066762408789e-26,1.31598812521916,0.271,0.09,6.49933342535165e-22,"5","ADPGK"
"MT-ND3",1.90283749037403e-26,1.08360441777881,0.798,0.649,8.13272743385861e-22,"5","MT-ND3"
"RHOQ1",2.28223055079241e-26,0.577747175267948,0.39,0.162,9.75425337408678e-22,"5","RHOQ"
"MTPN",2.30045421550823e-26,1.57313992754957,0.432,0.186,9.83214131708219e-22,"5","MTPN"
"ARPC21",3.14911248892429e-26,1.0412630372435,0.806,0.531,1.34593067776624e-21,"5","ARPC2"
"ZFC3H1",4.83380006283742e-26,1.09178033168926,0.46,0.216,2.06596614685671e-21,"5","ZFC3H1"
"MEF2C2",8.32599221007581e-26,0.832204691717037,0.426,0.187,3.5585290705864e-21,"5","MEF2C"
"UBA1",2.36392461370563e-25,1.80626931434869,0.442,0.207,1.01034137989778e-20,"5","UBA1"
"DPYD",2.55571320532219e-25,1.65579943680634,0.313,0.12,1.0923118239547e-20,"5","DPYD"
"STX111",3.37298526152287e-25,1.1233227761067,0.315,0.116,1.44161390077487e-20,"5","STX11"
"LRRFIP12",3.40420781522907e-25,0.930365266891054,0.773,0.486,1.4549584202289e-20,"5","LRRFIP1"
"ATP6V1C1",7.12113162573029e-25,0.696416236259634,0.326,0.123,3.04357165683713e-20,"5","ATP6V1C1"
"HLA-DPB11",1.10125571896382e-24,1.61455842354449,0.46,0.22,4.70676694285135e-20,"5","HLA-DPB1"
"HBEGF2",1.74505730874234e-24,1.28210545063363,0.382,0.168,7.45837493756475e-20,"5","HBEGF"
"VMP11",2.03057450036106e-24,0.762809224019435,0.693,0.397,8.67867541454316e-20,"5","VMP1"
"PLXND1",2.27359508964853e-24,1.86628561998906,0.253,0.087,9.71734541315783e-20,"5","PLXND1"
"CD932",3.14050266793553e-24,0.687282301031529,0.416,0.176,1.34225084027564e-19,"5","CD93"
"CREM1",3.84685858536596e-24,0.442577127884479,0.597,0.307,1.64414735938541e-19,"5","CREM"
"GLIPR2",4.124197519465e-24,1.12262294482334,0.305,0.113,1.76268201981934e-19,"5","GLIPR2"
"SUPT6H",6.77096065031119e-24,1.63520407946466,0.3,0.115,2.893908581943e-19,"5","SUPT6H"
"CALM3",7.3017231660468e-24,2.59177678461079,0.367,0.168,3.1207564811684e-19,"5","CALM3"
"YBX1P1",7.688604024503e-24,2.17207412007869,0.287,0.115,3.28610936007258e-19,"5","YBX1P1"
"JMJD1C1",7.83143544541463e-24,1.02228105497102,0.664,0.403,3.34715550937021e-19,"5","JMJD1C"
"PFN11",8.3665239014848e-24,0.924057469927697,0.891,0.759,3.5758523154946e-19,"5","PFN1"
"SYAP11",9.02663670993093e-24,1.21605538715804,0.499,0.249,3.85798452982448e-19,"5","SYAP1"
"NELFCD",9.87685585033029e-24,1.05503093364002,0.292,0.107,4.22136819043116e-19,"5","NELFCD"
"MTRNR2L121",1.03131616709826e-23,0.879767788114403,0.92,0.873,4.40784529817797e-19,"5","MTRNR2L12"
"SRRM2",1.08430200210577e-23,1.31114663542857,0.654,0.397,4.63430675700007e-19,"5","SRRM2"
"ADIPOR1",1.10569137269114e-23,1.31086687876014,0.403,0.178,4.72572492688194e-19,"5","ADIPOR1"
"PPP4R3A",1.97574616749165e-23,0.966094490003483,0.315,0.123,8.4443391198593e-19,"5","PPP4R3A"
"MAF1",2.03182727225302e-23,0.96783150906164,0.401,0.178,8.68402976160942e-19,"5","MAF"
"SEMA4A1",2.09251583145369e-23,1.91534664060187,0.31,0.126,8.94341266363306e-19,"5","SEMA4A"
"HLA-DPA12",2.71272533729529e-23,1.36700325707645,0.442,0.21,1.15941880916001e-18,"5","HLA-DPA1"
"ZFAND2A",3.05254134634597e-23,1.23230934565917,0.362,0.151,1.30465617142827e-18,"5","ZFAND2A"
"ACTR31",3.66092490397031e-23,0.674283443135139,0.478,0.23,1.56467930395691e-18,"5","ACTR3"
"BTG11",4.67642478689626e-23,1.2866158258345,0.783,0.651,1.99870395391946e-18,"5","BTG1"
"NAMPT1",5.1802796455712e-23,1.1321788096854,0.817,0.651,2.21405152051713e-18,"5","NAMPT"
"PPP4C",5.31423954588459e-23,1.46123641473148,0.349,0.148,2.27130598191108e-18,"5","PPP4C"
"TLR4",5.90517974185498e-23,0.685634205099489,0.253,0.088,2.52387382166882e-18,"5","TLR4"
"CD58",6.15804552946569e-23,0.301665248434711,0.328,0.125,2.63194865929364e-18,"5","CD58"
"ZFYVE16",6.69420551228517e-23,1.61138646884024,0.313,0.125,2.86110343595068e-18,"5","ZFYVE16"
"GPATCH2L",8.59264098498526e-23,1.22843856628319,0.269,0.099,3.6724947569827e-18,"5","GPATCH2L"
"CXCL13",9.79027886501909e-23,0.673569753472447,0.442,0.224,4.18436518690916e-18,"5","CXCL1"
"GLS",2.36340261588065e-22,1.32267402892159,0.509,0.287,1.01011827802739e-17,"5","GLS"
"VIM1",2.53158569272026e-22,0.700284599432241,0.938,0.813,1.08199972506864e-17,"5","VIM"
"IVNS1ABP1",2.55780543507561e-22,1.49462905604747,0.556,0.316,1.09320604295132e-17,"5","IVNS1ABP"
"MSN2",2.62350766263747e-22,0.601340751885037,0.659,0.369,1.12128717501126e-17,"5","MSN"
"ACOT9",3.29632386373432e-22,1.82685531577844,0.276,0.105,1.40884881936005e-17,"5","ACOT9"
"ZMIZ1",3.41496756731282e-22,1.25302750083221,0.302,0.119,1.4595571382695e-17,"5","ZMIZ1"
"VCAN1",4.01251500283441e-22,1.33620266468179,0.424,0.212,1.71494891221143e-17,"5","VCAN"
"RNH12",4.16564894804545e-22,1.19674762146101,0.382,0.166,1.78039836039463e-17,"5","RNH1"
"PELI12",4.82305619423328e-22,1.41128716391599,0.398,0.192,2.0613742174153e-17,"5","PELI1"
"HSPH1",6.01183936556237e-22,0.985035577427229,0.78,0.631,2.56946014484136e-17,"5","HSPH1"
"CD551",7.25845733611322e-22,1.10465497817232,0.711,0.43,3.10226466545479e-17,"5","CD55"
"SERPINB91",1.18495381209453e-21,1.6204020897185,0.537,0.348,5.06449259289201e-17,"5","SERPINB9"
"ATP1B3",3.21832361188001e-21,0.927298271982508,0.628,0.371,1.37551151171752e-16,"5","ATP1B3"
"NR4A21",5.44804753591489e-21,1.62154222333947,0.473,0.265,2.32849551685002e-16,"5","NR4A2"
"YTHDF3",6.03260238860187e-21,1.2888245116857,0.357,0.161,2.57833426088844e-16,"5","YTHDF3"
"SYNGR21",6.14123580204427e-21,0.891805510199319,0.359,0.155,2.62476418179372e-16,"5","SYNGR2"
"COPA1",6.26176264667858e-21,1.05376942559702,0.475,0.245,2.67627735519043e-16,"5","COPA"
"FOSB2",7.45779024338953e-21,1.41052715121409,0.778,0.587,3.18745955002468e-16,"5","FOSB"
"SMS",1.26076602746411e-20,0.481750665341342,0.292,0.115,5.38851400138162e-16,"5","SMS"
"SERTAD2",1.37847695017205e-20,1.46293119238916,0.289,0.122,5.89161048503534e-16,"5","SERTAD2"
"AHR1",2.64892014454968e-20,1.32502393036435,0.364,0.175,1.13214846978053e-15,"5","AHR"
"B4GALT51",2.97039685268911e-20,1.42290601200684,0.261,0.102,1.26954761483932e-15,"5","B4GALT5"
"SKAP22",3.02185901242283e-20,0.855696392468357,0.38,0.177,1.29154254190952e-15,"5","SKAP2"
"RGS11",5.23618662472421e-20,0.52375735739304,0.276,0.104,2.23794616340713e-15,"5","RGS1"
"JUND1",5.43389980404265e-20,1.76131053807028,0.742,0.668,2.32244877624783e-15,"5","JUND"
"ATP6AP11",6.55198004345284e-20,0.687691296975311,0.385,0.172,2.80031627057174e-15,"5","ATP6AP1"
"AC114801.3",7.9668096452565e-20,2.91954556282484,0.258,0.111,3.40501444238263e-15,"5","AC114801.3"
"NAB1",1.00094957206949e-19,0.963011526306194,0.256,0.098,4.278058471025e-15,"5","NAB1"
"LIMS11",1.08682096607895e-19,0.90564065990701,0.437,0.224,4.64507280902142e-15,"5","LIMS1"
"TCF25",1.12902115947121e-19,2.20255566266295,0.357,0.17,4.82543643557995e-15,"5","TCF25"
"PPT11",1.29340062343704e-19,1.05987799393647,0.432,0.204,5.52799426456989e-15,"5","PPT1"
"MT1G1",1.46336118453065e-19,0.595048354465044,0.059,0.28,6.25440570268399e-15,"5","MT1G"
"SFPQ",1.48841054369966e-19,0.918226764912929,0.736,0.535,6.36146666377233e-15,"5","SFPQ"
"SUPT5H",1.49508809395546e-19,1.72423454441006,0.357,0.172,6.39000651356565e-15,"5","SUPT5H"
"PRRC2C1",1.80198624629146e-19,0.799249705351665,0.7,0.437,7.70168921664971e-15,"5","PRRC2C"
"RUNX11",2.00855901361676e-19,1.70581872271038,0.3,0.13,8.58458122419804e-15,"5","RUNX1"
"TRA2B",2.0411450112984e-19,0.774989922014221,0.731,0.519,8.72385377828935e-15,"5","TRA2B"
"ITSN2",2.91669422142571e-19,0.507151197762186,0.424,0.205,1.24659511023735e-14,"5","ITSN2"
"HLA-DRB52",3.09685350073982e-19,1.97403384278891,0.269,0.113,1.3235951862162e-14,"5","HLA-DRB5"
"AP002784.2",4.5238827025784e-19,2.86321366942046,0.385,0.207,1.93350746708201e-14,"5","AP002784.2"
"ACADVL",4.64018532057738e-19,1.6691583255603,0.39,0.192,1.98321520601477e-14,"5","ACADVL"
"MTCO1P402",4.9605100124707e-19,0.978194770716649,0.736,0.669,2.12012197932998e-14,"5","MTCO1P40"
"PAK2",4.99644693132879e-19,0.984491608762808,0.395,0.196,2.13548141844992e-14,"5","PAK2"
"LGMN1",9.41868553386286e-19,1.60222105868949,0.421,0.227,4.02554619717299e-14,"5","LGMN"
"TRPS1",1.09270586333426e-18,2.19436460045736,0.253,0.103,4.67022485989064e-14,"5","TRPS1"
"USP15",1.12207729688749e-18,1.26014560848866,0.439,0.23,4.79575836689714e-14,"5","USP15"
"ANKRD11",1.5311428551078e-18,1.48447028410555,0.385,0.196,6.54410456273074e-14,"5","ANKRD11"
"RRAGC",1.90786621439764e-18,1.49641463063912,0.261,0.108,8.15422020033552e-14,"5","RRAGC"
"AC122718.1",2.57136946049081e-18,1.56936392595769,0.38,0.203,1.09900330741377e-13,"5","AC122718.1"
"UBE2Z",3.25718538037487e-18,1.30548306835268,0.251,0.1,1.39212103157222e-13,"5","UBE2Z"
"AZIN1",4.22760764467571e-18,0.359428940931906,0.359,0.171,1.8068795073344e-13,"5","AZIN1"
"FTH1P5",6.03159161973938e-18,2.57440114790928,0.416,0.263,2.57790225827661e-13,"5","FTH1P5"
"CYFIP11",7.96278002431791e-18,1.94058685947716,0.271,0.114,3.40329218239347e-13,"5","CYFIP1"
"RASSF3",1.06278413292314e-17,2.19474015931021,0.284,0.131,4.5423393841135e-13,"5","RASSF3"
"ARFGAP31",1.21223334308341e-17,0.921388492247451,0.367,0.176,5.18108530833848e-13,"5","ARFGAP3"
"ABHD2",2.12015940158024e-17,1.07940853755767,0.264,0.109,9.06156128235395e-13,"5","ABHD2"
"ITPRIP1",2.31013161569167e-17,1.31595593505466,0.271,0.114,9.8735025254662e-13,"5","ITPRIP"
"AKR1A1",2.32793662614529e-17,1.54891013522931,0.258,0.107,9.94960114014497e-13,"5","AKR1A1"
"CARD82",3.42079494093149e-17,0.821952765790068,0.315,0.147,1.46204775775412e-12,"5","CARD8"
"TMSB4XP83",4.13731975360342e-17,0.68731147501729,0.863,0.823,1.7682904626901e-12,"5","TMSB4XP8"
"CREBBP",4.9951929161382e-17,0.690845144843248,0.413,0.215,2.13494545235747e-12,"5","CREBBP"
"RESF11",8.02613938585004e-17,1.44444991321214,0.302,0.141,3.43037197351231e-12,"5","RESF1"
"NUP58",8.08408468268147e-17,1.15796731430669,0.256,0.109,3.45513779337806e-12,"5","NUP58"
"ILF3",1.43582539139136e-16,1.47174274559485,0.395,0.207,6.13671772280668e-12,"5","ILF3"
"AGTRAP",1.81328381610004e-16,1.28108136279915,0.253,0.104,7.74997503001156e-12,"5","AGTRAP"
"DNAJC7",1.84709726251163e-16,0.932192613906445,0.279,0.119,7.89449369997472e-12,"5","DNAJC7"
"EIF4G31",2.34161849336196e-16,0.767985323189839,0.3,0.14,1.0008077440629e-11,"5","EIF4G3"
"CDC372",3.58907713515719e-16,1.28644558824089,0.442,0.236,1.53397156756618e-11,"5","CDC37"
"COX8A",3.8381202559963e-16,1.22841296075964,0.527,0.327,1.64041259741282e-11,"5","COX8A"
"LIPA1",4.12623598307433e-16,0.622132082776114,0.32,0.147,1.76355325916597e-11,"5","LIPA"
"CSNK1D1",4.16948409127195e-16,1.59689363614413,0.372,0.189,1.78203750060963e-11,"5","CSNK1D"
"ACSL4",4.18714959618016e-16,0.992514078968286,0.256,0.113,1.7895877374074e-11,"5","ACSL4"
"AKAP131",5.16538214638936e-16,0.737435837061471,0.659,0.448,2.20768432936681e-11,"5","AKAP13"
"OS91",8.18948188408626e-16,1.52350726809552,0.403,0.207,3.50018455725847e-11,"5","OS9"
"SPG21",1.05911809308269e-15,1.19739075761539,0.276,0.124,4.52667072983541e-11,"5","SPG21"
"CELF1",1.15484594246241e-15,0.899302164227229,0.313,0.149,4.93581155808432e-11,"5","CELF1"
"ZBTB7A",1.35041583817428e-15,1.58632251519304,0.274,0.131,5.77167729235688e-11,"5","ZBTB7A"
"ITPR2",1.39507052848705e-15,1.41164609457913,0.266,0.119,5.96253143875365e-11,"5","ITPR2"
"AC021078.1",1.443038953735e-15,1.03536568777775,0.305,0.147,6.16754848826337e-11,"5","AC021078.1"
"LMNA1",1.74207069605011e-15,0.58741543300526,0.68,0.494,7.44561015491817e-11,"5","LMNA"
"VSIR",1.74497710810092e-15,1.63816754184702,0.253,0.109,7.45803216002333e-11,"5","VSIR"
"NCOA41",1.95296852997133e-15,0.636550558486141,0.32,0.154,8.34698749709746e-11,"5","NCOA4"
"NDEL1",2.05752337028624e-15,0.726584893778362,0.359,0.178,8.79385488460341e-11,"5","NDEL1"
"EIF4E1",2.12859108291096e-15,1.68232427019808,0.421,0.243,9.09759828836144e-11,"5","EIF4E"
"RNU6-618P",2.24796521261137e-15,1.83898836485094,0.326,0.188,9.607803318701e-11,"5","RNU6-618P"
"BNIP3L1",2.62294950540785e-15,1.06445347351107,0.403,0.222,1.12104861861131e-10,"5","BNIP3L"
"ETF11",3.37659830325113e-15,0.858985236785716,0.519,0.305,1.44315811480953e-10,"5","ETF1"
"BAZ1A",3.6394989903325e-15,0.530201866553173,0.537,0.315,1.55552186846811e-10,"5","BAZ1A"
"CANX",4.08707482606349e-15,1.00290706362549,0.39,0.213,1.74681578065953e-10,"5","CANX"
"NFKBIA2",5.1842259424533e-15,0.545040379802574,0.848,0.735,2.21573816780454e-10,"5","NFKBIA"
"PDE4DIP",5.59806632438214e-15,0.389638865239633,0.295,0.143,2.39261354704093e-10,"5","PDE4DIP"
"LRIF1",5.89468823859323e-15,0.442165906081032,0.251,0.107,2.51938975317474e-10,"5","LRIF1"
"TGOLN2",6.09838321192706e-15,0.923866521387418,0.478,0.277,2.60644898477762e-10,"5","TGOLN2"
"ATP1B1",7.60623160897546e-15,0.335510986714309,0.326,0.164,3.25090338967611e-10,"5","ATP1B1"
"GRASP1",8.95672443351855e-15,1.30515958422588,0.261,0.119,3.82810402288583e-10,"5","GRASP"
"DBI1",9.31141326481873e-15,0.883271174572592,0.576,0.366,3.97969802938353e-10,"5","DBI"
"S100A61",9.42225410752274e-15,0.508148736864019,0.925,0.845,4.02707140555522e-10,"5","S100A6"
"SETX",1.03017220282209e-14,1.00358408249322,0.284,0.13,4.4029559948616e-10,"5","SETX"
"GPBP11",1.1135453439945e-14,0.898315448748165,0.556,0.343,4.75929280023249e-10,"5","GPBP1"
"STT3B",1.23676176775477e-14,1.0397634959251,0.287,0.135,5.28591979538389e-10,"5","STT3B"
"AC016831.1",1.51688955395675e-14,0.480771732058221,0.258,0.116,6.48318595361116e-10,"5","AC016831.1"
"ANKLE2",1.94725715406843e-14,1.76500051400183,0.253,0.114,8.32257707648846e-10,"5","ANKLE2"
"HSPA41",2.00478366042536e-14,0.287496483419826,0.398,0.213,8.56844536465797e-10,"5","HSPA4"
"IRS21",2.04586911389361e-14,1.69934638428581,0.284,0.138,8.74404459278127e-10,"5","IRS2"
"PPP1CA",2.07413009401496e-14,0.869438692858723,0.349,0.178,8.86483202181995e-10,"5","PPP1CA"
"BIRC32",2.07850773889507e-14,0.693595167885557,0.439,0.23,8.88354207603754e-10,"5","BIRC3"
"AC016739.12",2.25881658061082e-14,0.841871127732759,0.817,0.802,9.65418206553064e-10,"5","AC016739.1"
"SNX6",2.86310568458819e-14,1.36165267426191,0.377,0.201,1.22369136959299e-09,"5","SNX6"
"EAF1",2.95479356273175e-14,0.819293088870758,0.271,0.127,1.26287876871155e-09,"5","EAF1"
"TPM42",4.71553049150604e-14,0.530791227474977,0.685,0.443,2.01541773206968e-09,"5","TPM4"
"ELL21",6.06512458123383e-14,0.90097027875761,0.602,0.423,2.59223424601934e-09,"5","ELL2"
"MYL62",6.10242155998058e-14,0.653958089298562,0.91,0.805,2.6081749747357e-09,"5","MYL6"
"ERBIN",8.20418879570376e-14,0.722539665155994,0.305,0.153,3.50647029128379e-09,"5","ERBIN"
"SERF21",9.16659898841231e-14,0.662647227492108,0.86,0.799,3.91780440764742e-09,"5","SERF2"
"BCL32",1.03288268471372e-13,1.17586370402756,0.413,0.235,4.41454059446646e-09,"5","BCL3"
"BLOC1S61",1.0845456539029e-13,0.600275737977279,0.289,0.142,4.635348124781e-09,"5","BLOC1S6"
"FAM120A",1.3205143051107e-13,0.746001607263858,0.305,0.152,5.64387814004313e-09,"5","FAM120A"
"TMSB4X3",1.41315577731023e-13,0.307782202941648,0.977,0.87,6.03982779222391e-09,"5","TMSB4X"
"AFF41",1.48164843407711e-13,0.271364121788994,0.411,0.228,6.33256540724557e-09,"5","AFF4"
"EP300",1.62241462969107e-13,0.993806988433422,0.284,0.141,6.93420012729965e-09,"5","EP300"
"DIAPH1",1.78189973178479e-13,1.03083368171383,0.315,0.163,7.61583945364819e-09,"5","DIAPH1"
"LAMTOR41",1.83895655496445e-13,1.20165602411542,0.439,0.271,7.85970031591806e-09,"5","LAMTOR4"
"SH3BGRL",1.99596400773299e-13,0.271871344417989,0.514,0.284,8.5307501690508e-09,"5","SH3BGRL"
"FUS",2.0833116740126e-13,1.17268351713886,0.532,0.341,8.90407409472985e-09,"5","FUS"
"ANXA11",2.62067163934207e-13,0.745776254895291,0.364,0.193,1.1200750586548e-08,"5","ANXA11"
"DDX39A",2.78361285522085e-13,1.58147238473181,0.269,0.124,1.18971613432139e-08,"5","DDX39A"
"SLC43A31",4.03933347310034e-13,1.34380142398672,0.32,0.169,1.72641112640309e-08,"5","SLC43A3"
"AC058791.11",5.10694356019176e-13,0.546096869596129,0.401,0.224,2.18270767762596e-08,"5","AC058791.1"
"MAN1A11",5.20274894342967e-13,1.39524356642333,0.349,0.191,2.22365489842184e-08,"5","MAN1A1"
"LAMTOR2",5.47983378572628e-13,1.04090723031992,0.271,0.129,2.34208096001941e-08,"5","LAMTOR2"
"MTND6P41",5.73362010128234e-13,1.27478494347555,0.501,0.385,2.45054923128807e-08,"5","MTND6P4"
"SND1",6.18284126771418e-13,0.337608713796738,0.264,0.125,2.64254635782104e-08,"5","SND1"
"B4GALT11",7.10573941412755e-13,1.17224720857184,0.656,0.549,3.03699302559811e-08,"5","B4GALT1"
"FTLP171",8.03382453082653e-13,1.73956941046993,0.274,0.153,3.43365660447526e-08,"5","FTLP17"
"ZC3H13",8.52291805167853e-13,0.554865550116308,0.357,0.189,3.6426951752874e-08,"5","ZC3H13"
"FOSL12",1.00030781739168e-12,0.848148355700539,0.31,0.159,4.27531561153204e-08,"5","FOSL1"
"QKI1",1.09822648949457e-12,0.46890403938387,0.455,0.275,4.69382001609978e-08,"5","QKI"
"GUK11",1.29576958543e-12,1.45491363669723,0.548,0.361,5.53811920812783e-08,"5","GUK1"
"ENO11",1.48085091829335e-12,0.324211561775204,0.693,0.443,6.32915682478578e-08,"5","ENO1"
"PRR131",1.63740651093125e-12,1.33076670479851,0.473,0.301,6.99827542772014e-08,"5","PRR13"
"PHF20L1",1.70674415557371e-12,1.73803536972942,0.336,0.18,7.29462452092204e-08,"5","PHF20L1"
"IPO7",1.79457242946284e-12,0.598262581764542,0.302,0.154,7.67000256352419e-08,"5","IPO7"
"GBP22",2.40725435960106e-12,0.898127671067148,0.413,0.238,1.02886051329349e-07,"5","GBP2"
"COMT2",3.17673011932811e-12,0.997184699670018,0.357,0.195,1.35773445300083e-07,"5","COMT"
"HSP90B1",3.9077048506152e-12,0.69048937305047,0.721,0.517,1.67015305315294e-07,"5","HSP90B1"
"HSP90AA12",3.94326041523206e-12,0.537117298619404,0.886,0.913,1.68534950147018e-07,"5","HSP90AA1"
"BOD1L1",6.23843708486048e-12,1.40976937034086,0.305,0.162,2.66630801006937e-07,"5","BOD1L1"
"NABP11",6.69837518904767e-12,0.466928904682613,0.517,0.323,2.86288555579898e-07,"5","NABP1"
"RNF132",8.04450137453347e-12,0.744257454763364,0.357,0.198,3.43821988747561e-07,"5","RNF13"
"MTND1P231",8.26870414946243e-12,0.852224705622706,0.85,0.735,3.53404415348024e-07,"5","MTND1P23"
"HLA-A3",8.96424734649359e-12,0.985745241641159,0.736,0.571,3.83131931589136e-07,"5","HLA-A"
"RPN11",1.1143065833736e-11,1.18284505346954,0.514,0.351,4.76254633733877e-07,"5","RPN1"
"TRIM28",1.12768923366227e-11,0.549914435267217,0.284,0.142,4.81974378467256e-07,"5","TRIM28"
"TNFRSF1A1",1.12850567195655e-11,1.64286235422467,0.351,0.203,4.82323324194228e-07,"5","TNFRSF1A"
"TOP1",1.16066172021951e-11,1.25310479651353,0.491,0.312,4.96066819221819e-07,"5","TOP1"
"PICALM2",1.45326546591455e-11,0.931651317241537,0.346,0.197,6.21125660131877e-07,"5","PICALM"
"HNRNPM2",1.82047743153725e-11,0.91064530443375,0.488,0.332,7.78072054239022e-07,"5","HNRNPM"
"RPL9P72",1.8815232006603e-11,0.830032013732372,0.287,0.491,8.04163015962213e-07,"5","RPL9P7"
"SERP1",2.18843444227074e-11,0.608558759352208,0.545,0.352,9.35336880626515e-07,"5","SERP1"
"RAB131",3.14447458143787e-11,0.848737155332935,0.274,0.138,1.34394843610655e-06,"5","RAB13"
"TANK1",4.14775843406062e-11,0.657425791817408,0.424,0.248,1.77275195471751e-06,"5","TANK"
"TSPYL2",5.40923961146341e-11,1.34726758467013,0.289,0.157,2.31190900993946e-06,"5","TSPYL2"
"NPIPB4",6.20150956709021e-11,2.38907779782827,0.362,0.236,2.65052518897436e-06,"5","NPIPB4"
"AC129492.1",7.21932476673796e-11,2.16726760437697,0.31,0.181,3.08553940530381e-06,"5","AC129492.1"
"RIOK3",7.3586491724658e-11,0.834258984255553,0.287,0.153,3.14508665631188e-06,"5","RIOK3"
"AC011979.12",1.12029881567935e-10,0.348163822135435,0.248,0.449,4.78815713821355e-06,"5","AC011979.1"
"AC124319.11",1.15510664358284e-10,1.11723052243895,0.37,0.22,4.93692579467306e-06,"5","AC124319.1"
"AC020916.12",1.23583105377934e-10,1.14903106516364,0.509,0.346,5.28194192385289e-06,"5","AC020916.1"
"RAB101",1.44480896418509e-10,0.495164032282245,0.382,0.224,6.17511351292707e-06,"5","RAB10"
"CEP350",1.54751973190426e-10,0.926789022693233,0.305,0.168,6.61409933415881e-06,"5","CEP350"
"MAP3K81",1.57482327794625e-10,0.977853757526862,0.463,0.297,6.73079468994227e-06,"5","MAP3K8"
"HNRNPUL11",1.78268564227247e-10,0.896013512230718,0.364,0.227,7.61919843507252e-06,"5","HNRNPUL1"
"HNRNPD",2.68190321907844e-10,0.471304394362129,0.336,0.196,1.14624543583413e-05,"5","HNRNPD"
"TLE41",2.88245269862958e-10,1.11706621203084,0.354,0.218,1.23196028339428e-05,"5","TLE4"
"PBRM1",3.02965485623298e-10,0.391177949518604,0.274,0.147,1.29487448555397e-05,"5","PBRM1"
"UBAP2L1",3.5206231183503e-10,1.1486863324162,0.264,0.143,1.50471432078292e-05,"5","UBAP2L"
"MAP3K201",3.91778627432637e-10,0.646030346454828,0.349,0.207,1.67446185364709e-05,"5","MAP3K20"
"AC010422.32",4.00931730888521e-10,0.580609078932534,0.142,0.306,1.71358221781754e-05,"5","AC010422.3"
"ARPC3P1",5.39562536761722e-10,1.22465510107011,0.266,0.154,2.3060902821196e-05,"5","ARPC3P1"
"MECP2",7.56973156803314e-10,0.409269583189474,0.32,0.182,3.23530327217736e-05,"5","MECP2"
"WASF2",7.66839031699034e-10,0.613814172668832,0.488,0.317,3.27747002148167e-05,"5","WASF2"
"MTDH",7.67284765284643e-10,0.712854326177019,0.47,0.309,3.27937508682657e-05,"5","MTDH"
"CAPZB1",1.15992663576926e-09,0.424858575847054,0.517,0.339,4.95752644127783e-05,"5","CAPZB"
"AKIRIN2",1.16337749451582e-09,0.776427597357845,0.287,0.155,4.97227541156061e-05,"5","AKIRIN2"
"YWHAG",1.21865778602667e-09,1.17637765788703,0.31,0.19,5.208543377478e-05,"5","YWHAG"
"IRF2BP2",1.32213922859152e-09,0.426702140774819,0.388,0.238,5.65082306300014e-05,"5","IRF2BP2"
"HIGD2A1",1.34200569047758e-09,0.736510017045133,0.372,0.226,5.73573232110116e-05,"5","HIGD2A"
"RN7SL11",1.580562079336e-09,1.42622777760435,0.426,0.319,6.75532232708205e-05,"5","RN7SL1"
"BRD4",1.66381938634503e-09,1.29716767481656,0.382,0.246,7.11116405723868e-05,"5","BRD4"
"GDI1",1.7804505553869e-09,1.57723362830421,0.264,0.146,7.60964567372361e-05,"5","GDI1"
"EPS15",1.87511117135251e-09,0.695520058095306,0.282,0.159,8.01422514636064e-05,"5","EPS15"
"EWSR1",1.91702187854964e-09,1.35425071753996,0.494,0.35,8.19335150892115e-05,"5","EWSR1"
"RPS28P72",2.09765751015933e-09,0.997697704380153,0.765,0.72,8.96538819842098e-05,"5","RPS28P7"
"RAC12",2.27743768365618e-09,0.497944062125227,0.736,0.557,9.7337686599465e-05,"5","RAC1"
"EEF22",3.27025251893475e-09,0.371674287915399,0.698,0.537,0.000139770592659271,"5","EEF2"
"ATF41",3.3310214386682e-09,0.500625225763101,0.641,0.459,0.000142367856288679,"5","ATF4"
"TFRC",3.35950798010345e-09,0.398427802623817,0.287,0.16,0.000143585371069622,"5","TFRC"
"ATF4P31",3.41650179491351e-09,1.37399446714915,0.318,0.212,0.000146021286714603,"5","ATF4P3"
