"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SAFB2",3.59142145147419e-09,1.43466268661046,0.307,0.178,0.000153497352836007,"5","SAFB2"
"MTCH11",3.66748952025179e-09,0.708206481274623,0.45,0.286,0.000156748502095562,"5","MTCH1"
"S100A101",4.47142534256654e-09,0.321681765356465,0.814,0.653,0.000191108719141294,"5","S100A10"
"IER52",6.42455692642414e-09,0.848260859244472,0.354,0.219,0.000274585563035368,"5","IER5"
"PPP1R15B",7.6475349859089e-09,0.886776317492551,0.307,0.184,0.000326855645297746,"5","PPP1R15B"
"CHMP2A",8.9489561826503e-09,0.519230671820806,0.403,0.244,0.000382478387246474,"5","CHMP2A"
"HDLBP",9.14293212159202e-09,0.704059718376653,0.38,0.243,0.000390768918876843,"5","HDLBP"
"KDM5A",1.00475385442747e-08,0.335799432305525,0.351,0.208,0.000429431797382299,"5","KDM5A"
"IGF2R",1.20115171807118e-08,1.45772140117659,0.251,0.14,0.000513372244303622,"5","IGF2R"
"HSPA5",1.2122532371476e-08,0.67776259285115,0.636,0.506,0.000518117033556886,"5","HSPA5"
"CHD21",1.27410487011679e-08,0.97144146482777,0.45,0.318,0.000544552421487918,"5","CHD2"
"OSTF1",1.53737211084045e-08,0.943549333215074,0.258,0.144,0.000657072840173207,"5","OSTF1"
"SERPINB11",1.62776279456681e-08,0.468685854913726,0.429,0.27,0.000695705818397853,"5","SERPINB1"
"SF3B2",1.67029860568254e-08,0.734889013211507,0.362,0.224,0.000713885624068717,"5","SF3B2"
"SETD5",1.8655351533578e-08,0.759395416800135,0.292,0.176,0.000797329724545123,"5","SETD5"
"CLTA1",1.95948160600928e-08,0.400366723635425,0.401,0.246,0.000837482438408368,"5","CLTA"
"PTBP11",2.18930635666654e-08,0.758002095412159,0.37,0.229,0.00093570953683928,"5","PTBP1"
"ARF61",2.35314869943225e-08,0.565799529557126,0.403,0.278,0.00100573575413735,"5","ARF6"
"WBP2",2.38305879029322e-08,1.20788533388194,0.359,0.227,0.00101851932697132,"5","WBP2"
"RAB5C1",2.40264443356713e-08,0.741335097201166,0.419,0.267,0.00102689023090659,"5","RAB5C"
"ATF61",2.67931324131044e-08,0.266382475358458,0.271,0.152,0.00114513847933608,"5","ATF6"
"PABPN1",2.69738351239113e-08,1.39970543577054,0.32,0.205,0.00115286171319597,"5","PABPN1"
"HSP90AA2P",2.90694344040759e-08,0.625030418914392,0.713,0.746,0.0012424276264302,"5","HSP90AA2P"
"PFN1P12",3.06310837826048e-08,1.03076338404403,0.527,0.46,0.00130917252086853,"5","PFN1P1"
"NUCB11",3.43109937350028e-08,0.442623255328129,0.289,0.166,0.00146645187223402,"5","NUCB1"
"AUP1",3.96561918666189e-08,0.370697538532342,0.359,0.218,0.00169490564037929,"5","AUP1"
"HNRNPU1",4.46312751821543e-08,0.721085545191344,0.687,0.545,0.00190754070128528,"5","HNRNPU"
"CFL12",4.96203174369111e-08,0.493932932547096,0.858,0.77,0.00212077236725358,"5","CFL1"
"AL136380.11",5.56039024186608e-08,1.90645934203,0.292,0.204,0.00237651078937356,"5","AL136380.1"
"RAC1P22",5.96117331639319e-08,0.890345486092264,0.576,0.455,0.00254780547542645,"5","RAC1P2"
"GSTK12",6.02540685342478e-08,0.588331684987597,0.382,0.24,0.00257525888915375,"5","GSTK1"
"YTHDC1",7.08251160979433e-08,1.22116255444394,0.367,0.241,0.0030270654620261,"5","YTHDC1"
"PDIA4",8.95488938001633e-08,1.05416821133181,0.256,0.153,0.00382731972101898,"5","PDIA4"
"ASPH1",9.31703716337774e-08,1.05214317595896,0.408,0.278,0.00398210168362765,"5","ASPH"
"AHNAK2",1.19841971560826e-07,0.271915900443983,0.726,0.534,0.0051220458645097,"5","AHNAK"
"TRIB12",1.20822843308635e-07,0.740688857568651,0.38,0.249,0.00516396832301107,"5","TRIB1"
"BABAM2",1.28058609456162e-07,0.800416743810115,0.274,0.164,0.00547322496815638,"5","BABAM2"
"PHF201",1.43304414468762e-07,0.322146291804908,0.351,0.223,0.00612483067439488,"5","PHF20"
"RNASEK",1.56501753065012e-07,1.19677005718893,0.408,0.303,0.00668888492599863,"5","RNASEK"
"ATP6V1E1",1.71261757647386e-07,0.639357068525141,0.274,0.161,0.00731972752184927,"5","ATP6V1E1"
"COPE",1.73567047003905e-07,0.610167574364636,0.359,0.22,0.00741825558894691,"5","COPE"
"RBM5",1.95504344255061e-07,0.905904668332353,0.341,0.22,0.00835585567346131,"5","RBM5"
"CHMP1B",2.07322626054604e-07,0.33007789297199,0.395,0.26,0.00886096903757377,"5","CHMP1B"
"P4HA11",2.23147975349838e-07,0.563926936707683,0.295,0.181,0.00953734446645206,"5","P4HA1"
"RNF10",2.87888394021161e-07,0.459902981144965,0.333,0.209,0.0123043499604644,"5","RNF10"
"HLA-C3",3.01544135201975e-07,0.593637795921962,0.695,0.569,0.0128879963385324,"5","HLA-C"
"RPS19P32",3.36035736814242e-07,0.8805321900988,0.258,0.416,0.0143621673914407,"5","RPS19P3"
"ANTXR21",3.5009285303954e-07,0.382137688436871,0.266,0.157,0.01496296853891,"5","ANTXR2"
"HECA",3.60392972515934e-07,0.434897556291054,0.271,0.161,0.015403195645331,"5","HECA"
"AKR1B11",4.19087957842949e-07,0.812360938994517,0.279,0.169,0.0179118193182076,"5","AKR1B1"
"TRIP121",4.25019235355708e-07,0.676944572322444,0.3,0.189,0.0181653221191029,"5","TRIP12"
"OSBPL81",4.42109391056399e-07,0.259227290355264,0.403,0.269,0.0188957553737505,"5","OSBPL8"
"AL355472.11",5.40410299106846e-07,0.331060110210703,0.264,0.432,0.0230971361838266,"5","AL355472.1"
"RAP2B1",5.40766425749952e-07,0.652001176773977,0.3,0.193,0.0231123570365529,"5","RAP2B"
"ATG3",6.27442058787368e-07,0.274589776876857,0.282,0.167,0.0268168735925721,"5","ATG3"
"SCARB21",6.46178992130689e-07,0.535051458120616,0.333,0.219,0.0276176901236657,"5","SCARB2"
"ERCC11",6.85344697905576e-07,0.736683613283899,0.279,0.174,0.0292916323884843,"5","ERCC1"
"WDR45B",7.91371052584778e-07,0.530472004721359,0.253,0.154,0.0338231987874734,"5","WDR45B"
"ASAP12",9.06483773491689e-07,0.615112759571089,0.331,0.214,0.0387431164790348,"5","ASAP1"
"MAP3K2",9.93689548591625e-07,0.45577348616169,0.264,0.163,0.042470291306806,"5","MAP3K2"
"AL031727.11",9.96229425212287e-07,0.962692510309835,0.359,0.529,0.0425788456335731,"5","AL031727.1"
"TUBB61",1.0785244630202e-06,0.397512811553677,0.323,0.208,0.0460961355494834,"5","TUBB6"
"FNIP12",1.08210586718629e-06,0.47573163119438,0.351,0.235,0.0462492047635419,"5","FNIP1"
"AES",1.15773242502553e-06,0.658166178768971,0.287,0.179,0.0494814838455911,"5","AES"
"DUSP12",1.22421993967054e-06,0.442572900604832,0.811,0.702,0.0523231602215188,"5","DUSP1"
"UBA522",1.35349791098936e-06,0.462675127543029,0.827,0.734,0.0578485007156852,"5","UBA52"
"NFE2L21",1.41743973897699e-06,0.266736998725197,0.672,0.51,0.0605813744438765,"5","NFE2L2"
"TPT1P91",1.49585477787738e-06,1.25074714523193,0.465,0.403,0.0639328332064794,"5","TPT1P9"
"LARP7",1.6946030531997e-06,0.31753412963046,0.282,0.178,0.0724273344937551,"5","LARP7"
"TRIR",1.80134234587484e-06,0.603004412514206,0.367,0.253,0.0769893718626908,"5","TRIR"
"PDCD6IP1",1.8765922396526e-06,0.928976354300597,0.297,0.192,0.0802055523227521,"5","PDCD6IP"
"GPCPD11",1.96194438422432e-06,0.781332601693924,0.256,0.162,0.0838535029817473,"5","GPCPD1"
"TMEM1651",2.01666090657012e-06,0.67057312196521,0.413,0.295,0.0861920871468071,"5","TMEM165"
"EIF4G11",2.01694816283085e-06,0.811534168539728,0.297,0.191,0.0862043644793907,"5","EIF4G1"
"RHEBP21",2.16715392549867e-06,0.804759252865356,0.158,0.266,0.092624158775813,"5","RHEBP2"
"BRAF",2.95133890016059e-06,0.773141384700957,0.287,0.183,0.126140224592864,"5","BRAF"
"TTC19",3.15566258033323e-06,0.523295534895345,0.251,0.156,0.134873018683442,"5","TTC19"
"RALGAPA11",3.18440367256229e-06,0.556575755196096,0.264,0.164,0.136101412965312,"5","RALGAPA1"
"AC090543.22",3.26196413250837e-06,0.499461547349424,0.147,0.272,0.139416347023408,"5","AC090543.2"
"DDX271",3.27390231968539e-06,0.327872628126102,0.382,0.254,0.139926585143354,"5","DDX27"
"FP671120.51",3.67328421170128e-06,0.296396658851849,0.858,0.841,0.156996167208113,"5","FP671120.5"
"KMT2C",3.68173483676096e-06,3.10678889925869,0.388,0.273,0.157357346923164,"5","KMT2C"
"TMSB4XP13",3.76449187824452e-06,0.378456720442317,0.664,0.654,0.160894382876171,"5","TMSB4XP1"
"RASSF42",3.86355454315225e-06,0.501018166282329,0.253,0.154,0.165128321174327,"5","RASSF4"
"KHDRBS1",3.89269158096956e-06,0.255465296310665,0.318,0.206,0.166373638170639,"5","KHDRBS1"
"SAP30BP1",3.99462600230297e-06,0.586231212603558,0.3,0.185,0.170730315338429,"5","SAP30BP"
"ATP1A11",4.34815367381619e-06,0.348192343942257,0.599,0.449,0.185840088018904,"5","ATP1A1"
"TPT1P41",4.42835776610176e-06,0.980959323862992,0.38,0.312,0.189268010923189,"5","TPT1P4"
"KMT2E2",6.55049027396829e-06,0.27338267604184,0.628,0.472,0.279967954309405,"5","KMT2E"
"BCL101",6.76311598920461e-06,0.349622597373738,0.323,0.22,0.289055577378605,"5","BCL10"
"NXF1",6.92883072657136e-06,0.37846722297475,0.39,0.272,0.29613822525366,"5","NXF1"
"RAD23A",8.78550355715284e-06,0.50725277582651,0.336,0.22,0.375492422032712,"5","RAD23A"
"RNASEK-C17orf49",8.78900763784567e-06,0.994312004991618,0.382,0.284,0.375642186441524,"5","RNASEK-C17orf49"
"SERPINB62",8.99882025478338e-06,0.454461631534912,0.315,0.207,0.384609577689441,"5","SERPINB6"
"AP000936.31",9.09738205195107e-06,1.84975590247397,0.3,0.46,0.388822108900389,"5","AP000936.3"
"MT-TL1",9.75342951986868e-06,2.11613792689053,0.413,0.366,0.416861577679187,"5","MT-TL1"
"CELF21",1.05733864465831e-05,0.431775003279448,0.468,0.34,0.451906536726961,"5","CELF2"
"AC131235.12",1.22553729383189e-05,1.08753104727874,0.406,0.546,0.523794639383749,"5","AC131235.1"
"RPL5P341",1.25385321443886e-05,1.11016786635914,0.256,0.377,0.535896863851169,"5","RPL5P34"
"AC006483.11",1.28468858597317e-05,1.66549350260486,0.256,0.187,0.549075901644935,"5","AC006483.1"
"CLIP11",1.39320732948256e-05,0.426675256514845,0.323,0.217,0.595456812620848,"5","CLIP1"
"H3F3A",1.48220531938099e-05,0.49770561275434,0.76,0.669,0.633494553503436,"5","H3F3A"
"ESYT2",1.94236149029053e-05,0.32769343082506,0.341,0.232,0.830165300950174,"5","ESYT2"
"TMEM2191",1.94520172898851e-05,0.934235059114179,0.276,0.18,0.831379218969689,"5","TMEM219"
"RPLP21",2.23880585835257e-05,0.597685314148298,0.889,0.849,0.956865623859886,"5","RPLP2"
"LAMTOR1",2.34094502214476e-05,0.718921503158258,0.269,0.177,1,"5","LAMTOR1"
"HMGB1P1",2.45669326888683e-05,1.22959920260127,0.152,0.261,1,"5","HMGB1P1"
"RAP1A",2.6087918114107e-05,0.68521502471348,0.261,0.169,1,"5","RAP1A"
"PNPLA21",2.84957126347578e-05,1.14779520907445,0.282,0.19,1,"5","PNPLA2"
"BAZ2B1",2.93843492196951e-05,0.86579009325932,0.357,0.251,1,"5","BAZ2B"
"RBM31",2.9581742422797e-05,0.392323460485407,0.605,0.442,1,"5","RBM3"
"SF1",2.99403107446673e-05,1.24321652987084,0.429,0.33,1,"5","SF1"
"NOP101",3.42244486255908e-05,0.57822181544141,0.424,0.324,1,"5","NOP10"
"AL592114.12",3.85414938472089e-05,1.03885844922218,0.305,0.436,1,"5","AL592114.1"
"RPS102",4.59891577257798e-05,0.454011028141691,0.786,0.699,1,"5","RPS10"
"CRIP11",5.8971059193095e-05,0.292989467339691,0.38,0.276,1,"5","CRIP1"
"SMG11",5.93735929053434e-05,0.354670191528629,0.297,0.212,1,"5","SMG1"
"MRPS6",7.48225014346931e-05,0.334001686676253,0.274,0.184,1,"5","MRPS6"
"NFKBIZ2",7.97417208173469e-05,0.641773291213305,0.54,0.445,1,"5","NFKBIZ"
"LSP11",8.12066268504678e-05,0.707713117841373,0.264,0.172,1,"5","LSP1"
"MKNK2",0.000100797772045947,1.09711729036832,0.357,0.277,1,"5","MKNK2"
"GNPTG1",0.000101022919348934,0.39843748875793,0.253,0.166,1,"5","GNPTG"
"ATP5F1EP21",0.000102301417689202,1.14937562418328,0.341,0.279,1,"5","ATP5F1EP2"
"RANBP21",0.000117396473603121,0.430887917950093,0.375,0.286,1,"5","RANBP2"
"TUFM1",0.000122621046970825,0.541626528837651,0.271,0.176,1,"5","TUFM"
"AC027309.21",0.000127947278593792,1.20120376632833,0.318,0.468,1,"5","AC027309.2"
"ZNFX11",0.000129257989020999,0.30460440282588,0.297,0.209,1,"5","ZNFX1"
"KPNA41",0.000131786417686863,0.285161568996919,0.351,0.251,1,"5","KPNA4"
"FKBP51",0.000149673645845514,0.296654981990459,0.525,0.4,1,"5","FKBP5"
"MYDGF1",0.000155275174194518,0.36946351926695,0.31,0.216,1,"5","MYDGF"
"PAFAH1B11",0.000187392891374672,0.30156749398944,0.253,0.175,1,"5","PAFAH1B1"
"RNF181",0.000202894421274322,0.451970604015589,0.292,0.202,1,"5","RNF181"
"DRAP1",0.000202904238554453,0.451802149865565,0.279,0.19,1,"5","DRAP1"
"ARGLU1",0.00023608921306056,0.477991636539183,0.506,0.612,1,"5","ARGLU1"
"RTF2",0.000365301299541355,0.841877668886498,0.251,0.17,1,"5","RTF2"
"CLIC11",0.000369571655946923,0.673424271901743,0.514,0.438,1,"5","CLIC1"
"BCAS2",0.00040663319572471,0.449604028785542,0.251,0.174,1,"5","BCAS2"
"JAK11",0.000415167494543213,0.342511030737579,0.491,0.384,1,"5","JAK1"
"CDK2AP21",0.000533964389161977,0.337801775722861,0.274,0.189,1,"5","CDK2AP2"
"UBE2G21",0.000561453856430357,0.930694804765485,0.261,0.191,1,"5","UBE2G2"
"CD631",0.000630966754062662,0.257169181570092,0.84,0.683,1,"5","CD63"
"WTAP1",0.000639146835269922,0.780489333482662,0.659,0.649,1,"5","WTAP"
"MTATP8P11",0.000661308176171577,1.57059145589821,0.176,0.282,1,"5","MTATP8P1"
"GNG52",0.00068853888340329,0.487496824099016,0.488,0.399,1,"5","GNG5"
"NDUFA1",0.000728537137027475,0.453672807659774,0.483,0.413,1,"5","NDUFA1"
"AC068522.11",0.000795228805342741,1.78740033286364,0.22,0.335,1,"5","AC068522.1"
"ELMO12",0.000795580663890629,0.283956835733642,0.292,0.213,1,"5","ELMO1"
"NRDC",0.000861359074475021,0.998376934692243,0.279,0.203,1,"5","NRDC"
"IST11",0.000871415857761545,0.337406020052061,0.401,0.297,1,"5","IST1"
"HNRNPC2",0.000874504286731972,0.349145054677605,0.698,0.56,1,"5","HNRNPC"
"RPL10P92",0.000928501198276992,0.460861580569881,0.832,0.848,1,"5","RPL10P9"
"EEF1B2P21",0.00097741977996491,1.2823093075769,0.261,0.21,1,"5","EEF1B2P2"
"AC008026.12",0.00101897431569105,0.342525093771292,0.189,0.285,1,"5","AC008026.1"
"ERGIC32",0.00117211585247887,0.737156985796942,0.297,0.21,1,"5","ERGIC3"
"CCNL2",0.00120064283140773,0.565804756489441,0.191,0.266,1,"5","CCNL2"
"RPL35P51",0.0012190774965536,0.298584590603702,0.364,0.514,1,"5","RPL35P5"
"PFDN52",0.00125142055902829,0.316155707511092,0.77,0.643,1,"5","PFDN5"
"KPNB11",0.0018219071888135,0.340060172431023,0.341,0.267,1,"5","KPNB1"
"AC023886.2",0.00190371308330276,1.32342681918938,0.313,0.273,1,"5","AC023886.2"
"MTATP8P21",0.00207525219284225,0.381614555248598,0.245,0.357,1,"5","MTATP8P2"
"PEA151",0.00236918626873929,1.23903981879793,0.32,0.267,1,"5","PEA15"
"SNRPGP152",0.00250883567953395,0.465795135942692,0.225,0.325,1,"5","SNRPGP15"
"CD99",0.00265018795042967,2.36165368938683,0.276,0.231,1,"5","CD99"
"EEF1B2P62",0.00265476551775204,0.509472829453138,0.326,0.275,1,"5","EEF1B2P6"
"RN7SL2",0.00268143601368427,0.97776394744314,0.251,0.201,1,"5","RN7SL2"
"KLF21",0.00277812953739705,1.03973381158776,0.333,0.266,1,"5","KLF2"
"BLOC1S11",0.00280748206736951,0.676012985958993,0.318,0.248,1,"5","BLOC1S1"
"LINC015781",0.00299886823629986,0.273589902424658,0.367,0.29,1,"5","LINC01578"
"ATP5MF",0.0030667610728637,0.546287879278461,0.432,0.355,1,"5","ATP5MF"
"SUSD61",0.00449918820399376,0.495240094031318,0.253,0.19,1,"5","SUSD6"
"RPL382",0.0054209110532039,0.374786621553322,0.822,0.762,1,"5","RPL38"
"AC107983.1",0.00548121618601829,1.2683937168008,0.421,0.411,1,"5","AC107983.1"
"HSPE1P42",0.00594778815754713,0.685658142227512,0.357,0.327,1,"5","HSPE1P4"
"BCAP311",0.00601197319417821,0.413034574612121,0.349,0.258,1,"5","BCAP31"
"CAPZA11",0.00618676796617786,0.392398184247054,0.612,0.513,1,"5","CAPZA1"
"RAD21",0.0065728194432781,0.48782995502894,0.279,0.224,1,"5","RAD21"
"AC007683.11",0.00776443819541659,0.377126836162812,0.269,0.359,1,"5","AC007683.1"
"CYTOR",0.00813869787799861,0.530578722435787,0.307,0.256,1,"5","CYTOR"
"DNAJC8",0.00895023379232784,0.598758667754856,0.377,0.289,1,"5","DNAJC8"
"TMOD32",0.00937341159058919,0.293938592262272,0.287,0.219,1,"5","TMOD3"
"CKS2",0.00957221524144942,0.374411864283015,0.38,0.313,1,"5","CKS2"
"APOD1",2.97710359714583e-131,3.01020494825535,0.905,0.279,1.27241407742013e-126,"6","APOD"
"DCN1",9.63283590492953e-118,1.9137557859144,0.922,0.243,4.11707406576688e-113,"6","DCN"
"MGP1",1.33321363027263e-78,2.21199802167986,0.869,0.403,5.69815505578521e-74,"6","MGP"
"MGST11",4.5544417920583e-68,2.70257690950163,0.618,0.203,1.94656842192572e-63,"6","MGST1"
"ADH1B1",5.25373998265229e-65,1.21004779473286,0.703,0.208,2.24544846858559e-60,"6","ADH1B"
"LUM1",3.49625696981253e-59,1.81902741083249,0.583,0.168,1.49430022889787e-54,"6","LUM"
"PLA2G2A1",4.26623146548123e-59,2.91368975982947,0.428,0.104,1.82338732834668e-54,"6","PLA2G2A"
"MFAP51",4.90088258699545e-58,2.11120241294942,0.597,0.19,2.09463721768186e-53,"6","MFAP5"
"C1S1",4.49062286682568e-56,1.04362461815241,0.763,0.262,1.9192922132813e-51,"6","C1S"
"COL6A31",7.97167483767334e-51,1.06148972524816,0.675,0.234,3.40709382562159e-46,"6","COL6A3"
"SERPINF11",8.69141979269838e-48,1.65140703777979,0.682,0.28,3.71471281939929e-43,"6","SERPINF1"
"PRELP1",2.79455303223411e-43,1.29175238179323,0.576,0.208,1.19439196597686e-38,"6","PRELP"
"MYOC1",1.04444451964036e-42,2.27691407526556,0.403,0.115,4.4639558769429e-38,"6","MYOC"
"C31",1.11117982896676e-42,1.34932654827974,0.615,0.22,4.74918258900394e-38,"6","C3"
"CFD1",2.51115861868171e-42,1.75753249379265,0.615,0.247,1.07326919362456e-37,"6","CFD"
"GPX31",1.01375709205341e-41,1.46253439887525,0.862,0.504,4.33279781143629e-37,"6","GPX3"
"FBLN11",4.07097509652172e-41,1.46256316323017,0.59,0.219,1.73993475625338e-36,"6","FBLN1"
"CILP1",1.66143981324244e-35,1.20058178616335,0.544,0.195,7.10099376179819e-31,"6","CILP"
"FSTL11",1.71880430430756e-34,1.54507965726428,0.654,0.304,7.34616959661049e-30,"6","FSTL1"
"SCARA51",8.97452327732709e-33,1.71052188784245,0.47,0.175,3.8357112487296e-28,"6","SCARA5"
"IGFBP61",9.79592937344404e-32,1.78644041137797,0.523,0.224,4.18678021420998e-27,"6","IGFBP6"
"C1R1",1.86244438961534e-31,0.786087820261949,0.633,0.271,7.96008732121595e-27,"6","C1R"
"GSN1",1.38914358196469e-30,0.985319315880786,0.852,0.564,5.93719966931707e-26,"6","GSN"
"COL1A21",7.28252018753091e-30,2.07678065975324,0.477,0.198,3.11254912815071e-25,"6","COL1A2"
"LAMA21",2.11206299733618e-28,0.960880627650653,0.633,0.294,9.02695725061485e-24,"6","LAMA2"
"S100A62",2.88132173904531e-27,1.02450452574983,0.926,0.848,1.23147691126796e-22,"6","S100A6"
"SLIT21",6.27119628486954e-27,2.47994146415835,0.378,0.137,2.68030929215324e-22,"6","SLIT2"
"NUPR12",1.4345542407306e-25,1.7659488821625,0.633,0.358,6.1312848248826e-21,"6","NUPR1"
"FBLN51",2.40010679114286e-25,0.764835959275298,0.512,0.206,1.02580564253446e-20,"6","FBLN5"
"EFEMP11",5.90908769959353e-25,0.986990993515756,0.463,0.187,2.52554408280627e-20,"6","EFEMP1"
"PDGFRL1",1.55001304965385e-24,1.63393030283052,0.396,0.156,6.62475577422057e-20,"6","PDGFRL"
"DPT1",5.97094955320041e-24,1.48787838045694,0.375,0.147,2.55198383903786e-19,"6","DPT"
"CTSK1",2.24459080519772e-23,2.18037469977432,0.371,0.149,9.59338110141506e-19,"6","CTSK"
"MAP1B1",3.70178842109334e-22,1.23521427066548,0.565,0.281,1.58214437117529e-17,"6","MAP1B"
"PLAC91",3.44802487999887e-21,1.89223196837668,0.519,0.297,1.47368583371152e-16,"6","PLAC9"
"CYBRD11",9.82826810375201e-21,1.73189371235574,0.59,0.33,4.20060178754361e-16,"6","CYBRD1"
"SERPING11",4.44500029277374e-20,0.763776192718765,0.809,0.539,1.8997931251315e-15,"6","SERPING1"
"CRISPLD21",5.11771425297228e-20,0.367825278621775,0.668,0.344,2.18731107172035e-15,"6","CRISPLD2"
"TNFAIP61",8.16252056086445e-20,1.90847449774696,0.389,0.178,3.48866128771347e-15,"6","TNFAIP6"
"CXCL142",1.2254504133221e-19,1.84118059627934,0.47,0.245,5.23757506653865e-15,"6","CXCL14"
"NOVA11",2.1646868747118e-19,1.83997053304175,0.364,0.156,9.25187170251824e-15,"6","NOVA1"
"RPL71",1.60526828533987e-18,0.775617933311149,0.933,0.889,6.86091665154261e-14,"6","RPL7"
"TIMP21",2.90007671326657e-18,1.58119618533118,0.498,0.269,1.23949278725013e-13,"6","TIMP2"
"CDO11",3.04622509029537e-18,2.22046365662883,0.314,0.132,1.30195660359224e-13,"6","CDO1"
"CFH1",3.55770229030465e-18,1.51163252612767,0.481,0.257,1.52056195887621e-13,"6","CFH"
"NID11",1.04371277100166e-17,0.85201852240352,0.477,0.234,4.46082838326108e-13,"6","NID1"
"AOX11",1.85661483278533e-17,1.9976286870834,0.297,0.12,7.93517179532451e-13,"6","AOX1"
"LTBP21",2.17602953894208e-17,1.57853773101726,0.343,0.148,9.30035024943844e-13,"6","LTBP2"
"S100A132",2.46997306481022e-17,1.66814092506654,0.523,0.335,1.05566648789989e-12,"6","S100A13"
"VIM2",9.34377597730358e-17,0.663382300341506,0.94,0.817,3.99352985269955e-12,"6","VIM"
"PDGFRA1",1.99855659781241e-16,1.11550850032575,0.399,0.189,8.54183089905025e-12,"6","PDGFRA"
"MMP21",9.18594809031062e-16,0.792780631247455,0.406,0.196,3.92607421379876e-11,"6","MMP2"
"ISLR1",1.50632827728903e-15,1.43817732863826,0.318,0.139,6.43804705713333e-11,"6","ISLR"
"MT-RNR21",3.34173169327536e-15,0.506568503412706,1,0.977,1.42825612570589e-10,"6","MT-RNR2"
"GPNMB1",6.62080291630186e-15,1.36421152497744,0.375,0.181,2.82973116642742e-10,"6","GPNMB"
"CCDC801",2.66129855661554e-14,1.94669383922518,0.343,0.166,1.13743900309748e-09,"6","CCDC80"
"LAMC11",5.03779303482716e-14,1.34561845958114,0.534,0.309,2.15315274308513e-09,"6","LAMC1"
"COL1A11",5.70368496365651e-14,1.72385255366619,0.283,0.126,2.43775495346679e-09,"6","COL1A1"
"LAPTM4A2",6.13374259306672e-14,1.29497077624155,0.703,0.566,2.62156158427672e-09,"6","LAPTM4A"
"THBS41",7.9356361429478e-14,2.97530313672939,0.307,0.149,3.39169088749589e-09,"6","THBS4"
"COL6A11",1.1541887316687e-13,0.985315553119301,0.449,0.245,4.93300263915201e-09,"6","COL6A1"
"FTL1",1.55916611758332e-13,0.331700778805433,0.933,0.921,6.66387598655111e-09,"6","FTL"
"ABI3BP1",2.19663742203487e-13,0.930044700183846,0.413,0.214,9.38842834177705e-09,"6","ABI3BP"
"CCN51",2.19860322837792e-13,1.66357328557252,0.304,0.142,9.39683019808723e-09,"6","CCN5"
"NEGR11",2.82837945429583e-13,1.52426179141274,0.286,0.13,1.20884937876604e-08,"6","NEGR1"
"LGALS11",4.56202134164524e-13,1.00971752981864,0.721,0.589,1.94980792141918e-08,"6","LGALS1"
"SPOCK11",1.00877745975e-12,1.74299450320497,0.293,0.135,4.31151486297148e-08,"6","SPOCK1"
"COL12A11",1.66904761869635e-12,0.765293906285227,0.36,0.179,7.13350952230819e-08,"6","COL12A1"
"COL3A11",2.5152431049712e-12,1.72928161052563,0.293,0.14,1.07501490306469e-07,"6","COL3A1"
"FTLP31",5.07745679903536e-12,0.308953798128314,0.866,0.843,2.17010503590771e-07,"6","FTLP3"
